"fips","county_name","HCVPercentPerHouseHold","PercentMultiFamAssistPerHouseold","PercentLIHTCperHousehold","Percent_515Properties"
19001,"Adair County",0.446304044630404,1.00418410041841,0.892608089260809,3.54253835425384
19003,"Adams County",0,NA,0.635593220338983,0.423728813559322
19005,"Allamakee County",0.76943140323422,0.208659363588941,0.860719874804382,0.965049556598852
19007,"Appanoose County",0.618458610846813,0.808753568030447,1.4430700919759,2.22010783380907
19009,"Audubon County",0,NA,NA,1.57875852170793
19011,"Benton County",0,0.650054171180932,NA,1.23690863127483
19013,"Black Hawk County",2.21656790587271,1.63595689817108,1.64791065421199,0.0922146894584949
19015,"Boone County",0.60397617649526,0.285210972233873,1.14084388893549,0.662696082543411
19017,"Bremer County",0.400610454025181,0.963372758489126,0.858450972911103,0.95383441434567
19019,"Buchanan County",0.202565833896016,NA,0.258834121089354,2.23947783029485
19021,"Buena Vista County",0.712443188797445,1.49858739712566,3.08315931703722,0.417639110674364
19023,"Butler County",0,NA,0.305997552019584,2.7233782129743
19025,"Calhoun County",0.880318591490254,1.04799832320268,0.335359463424859,1.06895828966674
19027,"Carroll County",1.53846153846154,0.305584826132771,1.29610115911486,1.97049525816649
19029,"Cass County",3.07908721475461,0.453266645826821,0.812753985620506,0.953422944670209
19031,"Cedar County",0.378510378510378,0.183150183150183,0.293040293040293,1.5018315018315
19033,"Cerro Gordo County",2.34039729239481,1.64137503871168,1.79179754899792,0.318541786488519
19035,"Cherokee County",0.521770421014753,1.11550917596258,0.791651673263764,1.02554875854624
19037,"Chickasaw County",0.397542464763282,NA,NA,0.686664257318395
19039,"Clarke County",0.63261480787254,1.59325210871603,2.24929709465792,3.23336457357076
19041,"Clay County",2.35540757183377,1.75114070785547,1.36884942656308,1.4305093106425
19043,"Clayton County",0.856359899520438,0.114181319936058,0.171271979904088,1.05046814341174
19045,"Clinton County",2.08207463865781,0.831900357856579,1.67309569177859,0.106892224752521
19047,"Crawford County",1.00656455142232,1.86725018234865,0.612691466083151,0.131291028446389
19049,"Dallas County",0.826747720364742,NA,3.28996960486322,0.675987841945289
19051,"Davis County",0,NA,NA,1.67644593461861
19053,"Decatur County",0.355871886120996,0.273747604708459,0.191623323295921,1.9709827539009
19055,"Delaware County",0.62962962962963,0.0987654320987654,0.641975308641975,1.11111111111111
19057,"Des Moines County",1.11809179001171,2.51836865083591,1.99659248216377,0.212969864764136
19059,"Dickinson County",1.14673873347455,NA,1.15404280184063,0.511284785625593
19061,"Dubuque County",2.054890921886,0.999296270232231,1.6842599108609,0.0562983814215341
19063,"Emmet County",1.5195530726257,NA,0.357541899441341,0.893854748603352
19065,"Fayette County",1.65627016562702,0.591525059152506,0.645300064530006,0.849645084964508
19067,"Floyd County",2.24227508887066,0.164068908941756,0.328137817883511,0.984413453650533
19069,"Franklin County",0.515463917525773,0.257731958762887,0.515463917525773,0.515463917525773
19071,"Fremont County",0,NA,NA,0.739549839228296
19073,"Greene County",0.626595497795312,1.11394755163611,1.39243443954514,0.255279647249942
19075,"Grundy County",0,NA,0.292772186642269,1.02470265324794
19077,"Guthrie County",0.831456781569375,NA,0.173220162826953,0.363762341936601
19079,"Hamilton County",0.980531476481455,0.0710530055421344,1.79053573966179,0.625266448770783
19081,"Hancock County",0.645413651476628,NA,0.469391746528457,0.469391746528457
19083,"Hardin County",0.161852589641434,NA,0.896414342629482,1.43177290836653
19085,"Harrison County",1.8304576144036,1.54538634658665,0.690172543135784,0.420105026256564
19087,"Henry County",1.13122171945701,0.869254584424863,1.79804715408431,1.76232436294356
19089,"Howard County",0.90403337969402,NA,1.08947612424664,0.533147890588781
19091,"Humboldt County",1.09385254867644,NA,1.11572959964997,2.95340188142638
19093,"Ida County",0.536992840095465,0.715990453460621,1.90930787589499,1.19331742243437
19095,"Iowa County",0,NA,0.762838850292876,2.7244244653317
19097,"Jackson County",1.52580889514122,1.45005951736825,0.692565739638567,0.99556325073044
19099,"Jasper County",0.638482519216464,1.22117530374411,3.2358046119514,0.998016364988842
19101,"Jefferson County",1.67772142021069,1.46963194173495,1.80777734425803,1.35258161009234
19103,"Johnson County",1.98586079252382,0.914800655379574,1.5625948176467,0.0849566114448692
19105,"Jones County",1.14981400067636,0.450907451245632,NA,1.7698117461391
19107,"Keokuk County",0.558659217877095,0.171895143962183,NA,1.91233347657929
19109,"Kossuth County",0.637472283813747,0.692904656319291,0.332594235033259,0.332594235033259
19111,"Lee County",1.16660360701223,0.378357926598562,1.80350611678648,1.18552150334216
19113,"Linn County",0.862392571372123,1.14590536402252,2.26019954558925,0.189667094734762
19115,"Louisa County",0.8276740237691,NA,1.01867572156197,1.01867572156197
19117,"Lucas County",0.295712173484475,2.02069985214391,NA,0.295712173484475
19119,"Lyon County",0,0.705833506331742,NA,0.0207598090097571
19121,"Madison County",0.477361492839578,NA,1.7358599739621,1.04151598437726
19123,"Mahaska County",1.81818181818182,1.21900826446281,2.31404958677686,2.57231404958678
19125,"Marion County",1.78355716620479,0.376607688481489,1.66986427911604,0.298443828607973
19127,"Marshall County",1.30188115855479,0.961481039116154,1.58256195879367,0.441922962078232
19129,"Mills County",2.06219312602291,0.736497545008183,0.687397708674304,0.932896890343699
19131,"Mitchell County",0.30946977511863,NA,0.330101093459872,0.866515370332164
19133,"Monona County",0.937571461239424,0.548822318774297,0.548822318774297,0.228675966155957
19135,"Monroe County",1.26512651265127,1.32013201320132,NA,NA
19137,"Montgomery County",1.75753944477731,1.67765128819652,0.958657878969443,0.878769722388656
19139,"Muscatine County",1.73146030708919,1.61167374496352,1.796798431885,0.41380812370685
19141,"O'Brien County",0.613120784794605,0.781729000613121,1.42550582464746,0.490496627835684
19143,"Osceola County",0.660180681028492,0.555941626129256,0.555941626129256,0.0347463516330785
19145,"Page County",0.959473005871402,1.13131891737076,1.68981812974366,1.24588285837033
19147,"Palo Alto County",1.63861824623561,0.664304694419841,1.48361381753764,NA
19149,"Plymouth County",0.554631170271769,1.08153078202995,0.684045110001849,0.887409872434831
19151,"Pocahontas County",0,NA,NA,0.763775231860338
19153,"Polk County",1.21655311536558,0.893027062002817,3.32327865108667,0.068511399535645
19155,"Pottawattamie County",2.25082806383619,1.57081200441634,2.89822342667871,0.0928435210278029
