"","Fips","Country","High School Graduation Rate","High School Graduates With College Intentions","Adequate Yearly Progress in Math","Adequate Yearly Progress in Reading","Classroom Language Barriers","Student-Computer Ratios","Student-Teacher Ratios","Teacher Education Levels","School District Property Tax Capacity","School District Property Tax Effort","Hospital Access","Nursing Home and Residential Care Access","Primary Medical Care Access","Dental Care Access","Uninsured Population","Teen Mothers","Low Birthweight Births","Young Children Living With a Single Parent","Young Children With All Parents in Labor Force","Juvenile Delinquency","Child Maltreatment","Poverty Rate","Low-Income Elderly Residents","Food Assistance Program Recipients","Family Investment Program (TANF)","Free and Reduced School Lunch","Income Inequality","Housing Affordability Index","Cost-Burdened Renter Households","Cost-Burdened Owner Households","Cultural and Environmental Organizations","Natural Amenities","Public Spending on Parks and Recreation","Access to Parks","Recreational Trails","Voting Rate","Census Participation Rate","Assets of Public Charities","Library Usage","Religious Adherence","Religious Diversity","Racial and Ethnic Diversity","Recent Immigrants","Political Party Imbalance","Cluster"
"11","19019","Buchanan",0.920792079207921,0.757575757575758,0.767204757858963,0.682242990654206,0.0406395736175883,2.83805220883534,13.9945812807882,0.226600985221675,0.956217171367954,1.0843570142349,5.72573718866304,6.5368832903903,3037,28.5,0.103,56.1797752808989,0.0696629213483146,0.182983682983683,0.757,24.6781115879828,10.9084406294707,0.108,4.23472474289171,94.6900964568809,6.68513036004202,0.296469020652898,0.3845,2.08458608939667,0.351615326821938,0.173058933582788,0.620288195438496,3.36528221512247,47.8023283440247,0.209275694245634,1.13229593550348,0.690684039087948,0.76,597.188667973044,6.73290103442952,0.635,65.1149919047158,0.029,0.00171249167538769,0.292547685938193,3
"12","19021","Buena Vista",0.756172839506173,0.702194357366771,0.70473328324568,0.625845229151014,0.263653939101015,2.13810316139767,12.7889632107023,0.160535117056856,1.02363353818532,0.908085145859982,1.23395853899309,17.2754195459033,1994.6,30.5,0.152,127.777777777778,0.0633333333333333,0.275956284153005,0.824,77.2824605801051,19.0772824605801,0.109,12.0805369127517,128.739316239316,10.6351981351981,0.621072982116965,0.4197,1.96771047784159,0.331222601071603,0.162358797625886,0.871997367555117,4.21725239616613,46.9364392016326,0.577492596248766,0.275274815658253,0.54551924943384,0.75,1404.00639517789,5.11183169075218,0.625,66.9795728659194,0.321,0.0774977587409104,0.344866655046191,3
"13","19023","Butler",0.964539007092199,0.795620437956204,0.761969904240766,0.708618331053352,0.00203045685279188,1.65657407407407,13.0788321167883,0.0875912408759124,0.720149655838481,1.28525395697606,0,19.7080782942087,4958,NA,0.106,43.298969072165,0.0494845360824742,0.196494464944649,0.761,28.9732770745429,13.5021097046414,0.098,4.60223537146614,88.949686373949,7.80728680101428,0.336040609137056,0.3914,1.85407176536402,0.348814229249012,0.155409566824061,0.672630658505415,2.61980830670927,46.0425927154515,0.467814622990516,1.23859378058943,0.662671682267518,0.81,169.156871276525,8.50053043362949,0.707,NA,0.0209999999999999,0.00369301013899147,0.479720571368992,4
"14","19025","Calhoun",0.950413223140496,0.827868852459016,0.826666666666667,0.746290801186944,0,1.53154305200341,12.1046153846154,0.123076923076923,1.43856196195204,0.523725023743628,2.58531540847983,29.0589451913133,2037.6,NA,0.108,81.570996978852,0.0876132930513595,0.264659270998415,0.675,15.984015984016,17.4825174825175,0.121,4.87372618520159,103.037642547179,6.55969320819457,0.370349170005724,0.4199,1.6196341160813,0.316568047337278,0.157894736842105,0.689417442261289,3.90841320553781,43.6907157229089,0.579731127197518,0.934311144105067,0.66624509927912,0.8,2988.61339081654,8.5206983638959,0.887,NA,0.0209999999999999,0.0016403526758253,0.36331864458289,3
"15","19027","Carroll",0.924882629107981,0.820388349514563,0.813141683778234,0.783367556468172,0.00991987790919496,1.80878477306003,12.7764705882353,0.251336898395722,1.45430499954366,0.482116146952519,5.57263643351268,16.6218293620292,1103.68421052632,47.8,0.091,61.25,0.055,0.225628448804414,0.844,21.8130878527116,14.6087652591555,0.095,5.17732332384157,91.7066550336872,7.07672919393146,0.338801983975582,0.4219,2.2086681377243,0.452342487883683,0.17452113104287,0.864719446579554,5.00532481363152,106.330200830034,0.683560722521138,1.09784495393015,0.688179608545478,0.83,8489.00898806385,5.89656846090375,0.881,51.8157215397554,0.0329999999999999,0.00173002066413571,0.290459849004804,2
"16","19029","Cass",0.886363636363636,0.72,0.800200803212851,0.715577889447236,0.0142509558567953,1.54516740366393,11.9,0.222222222222222,1.06876734872646,0.760146203267857,1.79134422470622,21.5677844654629,14099,43.4,0.113,95.1374207188161,0.0739957716701903,0.316973415132924,0.714,60.0844430009743,16.239038648912,0.134,5.90687977762335,145.667856882606,11.1491656343365,0.407368786930831,0.4141,2.02683138693176,0.362738643844635,0.199952729851099,0.549345562243241,4.90947816826411,23.5768903993203,0.550229292060762,0.233185011882345,0.680289364900413,0.79,1317.41944705797,10.141472303207,0.615,61.7818951689381,0.0329999999999999,0.00768236645605974,0.509238115009342,1
"17","19031","Cedar",0.855203619909502,0.842105263157895,0.800738007380074,0.739290989660266,0.00289939112786315,2.1420506164828,12.9529644268775,0.130434782608696,1.15045739030665,0.798120349401592,0,12.8655603005568,1862,NA,0.089,45.2261306532663,0.0603015075376884,0.226544622425629,0.81,16.4308534915564,11.8667275216796,0.081,2.38518890867522,85.1976542137272,4.99565595134665,0.277181791823717,0.3466,2.27878745351203,0.304284676833696,0.183545349413514,0.756797664738635,3.32268370607029,51.5660809778457,0.53143413157468,0.143063697843992,0.691321077383497,0.79,1351.90190217391,6.3836583323364,0.432,NA,0.0329999999999999,0.0049926737938894,0.320403548443208,3
"18","19033","Cerro Gordo",0.888631090487239,0.819905213270142,0.71505376344086,0.673679498657117,0.00634184068058778,2.42284678150499,14.1023696682464,0.184834123222749,1.28660575200667,0.592245791525808,7.83674208964689,15.6734841792938,491.811111111111,63.9,0.099,83.2177531206657,0.0547850208044383,0.340867663142545,0.767,51.834217076074,24.672654474624,0.135,3.9182074201053,150.429341372065,8.54115282725861,0.431245166279969,0.4356,2.39705914341026,0.424577861163227,0.215238227531602,0.845582961503326,3.66347177848775,65.1135544340303,0.872573667640597,0.171535525778805,0.692911106608389,0.81,12661.1918384997,7.46486498887334,0.678,63.7882148467147,0.0740000000000001,0.00755553544767679,0.320037955631176,1
"19","19035","Cherokee",0.893805309734513,0.852173913043478,0.765647743813683,0.713662790697674,0.018262313226342,2.99124087591241,13.1314960629921,0.275590551181102,1.32377292988695,0.622630919284121,6.8754141815772,20.1292246520875,1668.28571428571,34.6,0.101,82.8729281767956,0.0552486187845304,0.309041835357625,0.748,28.9505428226779,12.8669079211902,0.102,3.29599025372107,101.54026452369,5.10631173614599,0.377421140011068,0.3956,1.70797932907068,0.336678832116788,0.173773724426916,1.71195051910758,3.98296059637913,50.5209194641971,0.47962226640159,0.18692946716998,0.680727349614124,0.74,3766.23585218328,9.4345213597827,0.657,66.0907149411067,0.0429999999999999,0.00323383084577114,0.378713450292398,3
"20","19037","Chickasaw",0.929936305732484,0.61038961038961,0.816492450638792,0.706976744186047,0.0149181905678537,2.01570680628272,13.1758620689655,0.324137931034483,1.24104967314153,0.613944342176396,1.44706166090522,15.3549320684943,1773.28571428571,NA,0.114,51.0440835266821,0.0278422273781903,0.21143473570658,0.656,42.9319371727749,16.4048865619546,0.099,4.3754598613639,81.5412186379928,10.1010101010101,0.305101058710298,0.4209,2.19725402631954,0.34965034965035,0.17641784353284,0.56274620146314,2.92864749733759,40.9281340638092,0.545783423104751,1.30316955983838,0.692912549144618,0.83,138.077275283155,5.4423831317424,0.771,NA,0.0309999999999999,0.00761828388131516,0.336676056338028,3
"21","19039","Clarke",0.900990099009901,0.8,0.756965944272446,0.656346749226006,0.0824175824175824,4.11141439205955,12.4427536231884,0.289855072463768,0.717576551462627,1.43406029299525,2.69222485461986,11.1996553952186,1525.16666666667,NA,0.133,125.32637075718,0.0704960835509138,0.298465829846583,0.838,27.2572402044293,18.3134582623509,0.129,8.31733845169546,175.773745997866,13.8740661686233,0.514835164835165,0.4222,1.99736899802675,0.29320987654321,0.227829313543599,0.75382295929356,4.23855165069223,63.6740934906073,0.551906095197071,0,0.634861862717175,0.77,459.050716117999,14.7273227653016,0.486,NA,0.116,0.0185925845854502,0.316473237484843,3
"22","19041","Clay",0.900523560209424,0.849162011173184,0.793946449359721,0.758741258741259,0.0102923013585838,2.26861386138614,14.6561290322581,0.225806451612903,1.14485805636862,0.86319961467008,5.93988120237595,13.9197216055679,1407.08333333333,71.9,0.111,86.5874363327674,0.0560271646859083,0.314876033057851,0.89,47.1596998928189,19.5605573419078,0.107,5.70884871550904,120.609675281643,12.8923429122236,0.428983120625772,0.4448,2.18864106286569,0.41058495821727,0.178665661515266,0.799984000319994,4.13205537806177,62.2581989167311,0.773444531109378,0.151271180033719,0.665889484728375,0.75,3972.17839059674,5.77699790666174,0.712,63.4648157624476,0.049,0.0082163847906921,0.392998112236142,3
"23","19043","Clayton",0.946308724832215,0.748299319727891,0.750673854447439,0.700808625336927,0.00395061728395062,1.5609500805153,13.1805555555556,0.270833333333333,1.12352762980108,0.799016327383978,2.75801202493243,18.5338408075459,1650.18181818182,NA,0.128,52.9100529100529,0.054673721340388,0.2272,0.731,32.9145728643216,15.3266331658291,0.129,5.83495415393165,86.0667227361929,6.72834314550042,0.387654320987654,0.386,2.09887659720436,0.374736842105263,0.177119919719017,0.956110835309909,5.74014909478168,71.9412634924114,0.520767830547741,0.212852583319433,0.664020209310718,0.75,1134.04943377373,5.83254516793986,0.686,NA,0.0309999999999999,0.00556473829201102,0.299973406612889,3
"24","19045","Clinton",0.859459459459459,0.777153558052434,0.765467171717172,0.726957070707071,0.00709740577581987,1.81539368222537,12.6555183946488,0.369565217391304,0.871428817962462,1.21481883194518,3.82767326329506,10.3835817248962,1763.14285714286,51.1,0.086,116.897506925208,0.0692520775623269,0.348629504157684,0.777,37.8325819853266,28.1092548395651,0.136,5.11174512601046,184.001477923517,19.8082804770409,0.416911404796867,0.3972,2.27201797640597,0.416996459071027,0.204063723504793,0.73295870999267,4.31309904153355,70.6882005544173,0.74470640931672,3.66329316513991,0.670757138273981,0.82,3315.83738651433,6.47793874574623,0.526,67.3636018047529,0.075,0.00467622242553624,0.355082504093715,3
"25","19047","Crawford",0.893536121673004,0.756363636363636,0.746520146520147,0.6800878477306,0.326509186351706,2.17587020648968,13.8235074626866,0.302238805970149,1.03641269849253,0.802989880871819,1.46233036967712,15.6176883481516,1670.6,24.4,0.152,113.333333333333,0.068,0.285273708558211,0.745,31.9010416666667,14.7569444444444,0.133,7.04225352112676,124.212837252296,16.9853833265931,0.583989501312336,0.4023,1.75241617682672,0.392826643894108,0.159258521028503,0.448447980034316,4.80298189563365,69.5657304696719,0.526029480580253,0.261901418361254,0.537752932839934,0.77,779.343259825201,6.04771560737596,0.653,61.0219973051432,0.266,0.0545934840035222,0.334789092458458,3
"26","19049","Dallas",0.962962962962963,0.785529715762274,0.851398312096641,0.797185430463576,0.0390970595888629,3.39283074648928,14.7272177419355,0.348790322580645,1.02484231085289,1.14434140043845,0.378014666969078,8.70945792696757,1657.84210526316,NA,0.08,29.9227799227799,0.0723938223938224,0.163137852246763,0.723,17.6313877452168,7.02349237103415,0.063,8.19455458630716,61.8200008337155,3.86288159851043,0.230288836846214,0.4117,2.54983191753498,0.373449131513648,0.191786468799918,0.342733298051964,4.08945686900958,58.7987161852361,0.254267785590081,1.07506096703362,0.744008417442812,0.78,990.175976326248,6.8586421173763,0.559,NA,0.113,0.0248046844663964,0.375103353238401,3
"27","19051","Davis",0.957446808510638,0.791666666666667,0.75,0.713684210526316,0,4.51969696969697,13.4348314606742,0.314606741573034,0.79295904130708,1.31230886938569,2.85616360105107,13.9380783731292,1442.66666666667,NA,0.167,62.200956937799,0.0454545454545455,0.146282973621103,0.606,33.1602077506992,9.58849380743108,0.168,4.58264146719155,103.464150074807,8.74669121878237,0.391304347826087,0.4076,2.12642815802448,0.403940886699507,0.216205533596838,0.913972352336342,4.72843450479233,27.2029760520809,0.376785102250657,0,0.622049789848044,0.78,359.655286218277,2.59705412194565,0.484,NA,0.023,0.0042416599793649,0.39376655123243,3
"28","19053","Decatur",0.973333333333333,0.721518987341772,0.672086720867209,0.618918918918919,0.0052863436123348,2.54517766497462,10.7978021978022,0.230769230769231,0.623680293660339,1.90027547966313,2.95613101572662,13.0069764691971,2808.66666666667,NA,0.132,109.929078014184,0.0709219858156028,0.276707530647986,0.792,34.5584201865058,15.3592978606692,0.214,11.2508272667108,189.628014055495,13.5708227311281,0.58942731277533,0.4628,2.04183121252011,0.576787807737397,0.233317993557294,0.354735721887194,4.64323748668797,62.1534195933457,0.532103582830791,0.783956697607071,0.603110419906687,0.69,687.645159343312,3.31306580191866,0.336,NA,0.0600000000000001,0.00851970181043664,0.329564107240562,3
