"","fmr0","fmr1","fmr2","fmr3","fmr4","State","county","Year"
"683",438,463,619,902,1081,19,"177","2016"
"684",424,514,688,905,943,19,"179","2016"
"685",577,682,844,1149,1249,19,"181","2016"
"686",444,522,698,947,1129,19,"183","2016"
"687",438,462,619,845,848,19,"185","2016"
"688",482,485,619,860,890,19,"187","2016"
"689",438,462,619,902,921,19,"189","2016"
"690",454,463,620,779,1082,19,"191","2016"
"691",439,531,711,886,1014,19,"193","2016"
"692",438,497,619,799,848,19,"195","2016"
"693",382,467,619,768,848,19,"197","2016"
"694",448,474,630,788,868,19,"1","2017"
"695",448,488,630,917,1110,19,"3","2017"
"696",448,474,630,801,899,19,"5","2017"
"697",448,474,630,808,868,19,"7","2017"
"698",448,474,630,880,1064,19,"9","2017"
"699",491,515,646,878,936,19,"11","2017"
"700",496,597,755,986,1222,19,"13","2017"
"701",466,565,662,909,912,19,"15","2017"
"702",461,529,678,982,1096,19,"17","2017"
"703",502,506,672,923,926,19,"19","2017"
"704",461,476,632,893,979,19,"21","2017"
"705",488,492,630,851,868,19,"23","2017"
"706",448,546,630,815,868,19,"25","2017"
"707",491,494,630,794,874,19,"27","2017"
"708",448,541,630,814,900,19,"29","2017"
"709",485,513,682,918,945,19,"31","2017"
"710",449,532,707,920,1089,19,"33","2017"
"711",448,496,630,807,869,19,"35","2017"
"712",448,521,630,865,868,19,"37","2017"
"713",506,536,712,891,1255,19,"39","2017"
"714",448,474,630,917,1110,19,"41","2017"
"715",400,518,630,827,933,19,"43","2017"
"716",459,511,679,893,1053,19,"45","2017"
"717",448,476,630,788,868,19,"47","2017"
"718",566,669,824,1117,1216,19,"49","2017"
"719",470,497,661,896,911,19,"51","2017"
"720",448,474,630,847,891,19,"53","2017"
"721",448,478,630,909,1033,19,"55","2017"
"722",498,558,742,928,1095,19,"57","2017"
"723",495,525,697,891,1042,19,"59","2017"
"724",524,616,819,1058,1235,19,"61","2017"
"725",448,515,630,865,868,19,"63","2017"
"726",448,474,630,804,868,19,"65","2017"
"727",448,512,630,865,868,19,"67","2017"
"728",448,474,630,865,868,19,"69","2017"
"729",448,474,630,809,930,19,"71","2017"
"730",457,484,643,804,981,19,"73","2017"
"731",496,597,755,986,1222,19,"75","2017"
"732",566,669,824,1117,1216,19,"77","2017"
"733",479,507,674,868,1031,19,"79","2017"
"734",448,524,630,827,1046,19,"81","2017"
"735",448,474,630,883,1089,19,"83","2017"
"736",568,715,894,1203,1315,19,"85","2017"
"737",517,520,645,885,889,19,"87","2017"
"738",448,546,630,829,899,19,"89","2017"
"739",448,474,630,800,933,19,"91","2017"
"740",448,512,630,891,1066,19,"93","2017"
"741",448,541,630,917,1110,19,"95","2017"
"742",448,534,630,865,868,19,"97","2017"
"743",435,517,685,875,1039,19,"99","2017"
"744",466,552,734,918,1012,19,"101","2017"
"745",649,771,1012,1473,1783,19,"103","2017"
"746",412,488,649,857,1015,19,"105","2017"
"747",448,474,630,867,868,19,"107","2017"
"748",448,474,630,917,936,19,"109","2017"
"749",401,505,632,827,893,19,"111","2017"
"750",485,575,764,1088,1168,19,"113","2017"
"751",511,516,686,858,946,19,"115","2017"
"752",499,528,702,931,968,19,"117","2017"
"753",448,474,630,788,868,19,"119","2017"
"754",566,669,824,1117,1216,19,"121","2017"
"755",480,519,675,844,930,19,"123","2017"
"756",546,550,731,915,1216,19,"125","2017"
"757",447,554,705,939,1010,19,"127","2017"
"758",568,715,894,1203,1315,19,"129","2017"
"759",482,485,645,807,889,19,"131","2017"
"760",471,474,630,849,904,19,"133","2017"
"761",448,474,630,788,868,19,"135","2017"
"762",448,474,630,865,868,19,"137","2017"
"763",566,599,796,1030,1124,19,"139","2017"
"764",448,474,630,865,868,19,"141","2017"
"765",448,474,630,826,868,19,"143","2017"
"766",448,474,630,875,971,19,"145","2017"
"767",448,474,630,865,868,19,"147","2017"
"768",419,497,661,827,911,19,"149","2017"
"769",448,522,630,849,875,19,"151","2017"
"770",566,669,824,1117,1216,19,"153","2017"
"771",568,715,894,1203,1315,19,"155","2017"
"772",488,560,687,878,995,19,"157","2017"
"773",448,520,630,818,868,19,"159","2017"
"774",448,501,630,870,873,19,"161","2017"
"775",473,578,738,969,1061,19,"163","2017"
"776",470,498,662,881,912,19,"165","2017"
"777",448,484,630,808,868,19,"167","2017"
"778",526,663,805,1106,1329,19,"169","2017"
"779",483,512,680,851,937,19,"171","2017"
"780",448,505,630,788,868,19,"173","2017"
"781",448,516,630,879,1110,19,"175","2017"
"782",448,495,630,865,868,19,"177","2017"
"783",454,538,715,911,986,19,"179","2017"
"784",566,669,824,1117,1216,19,"181","2017"
"785",521,603,801,1028,1332,19,"183","2017"
"786",448,474,630,827,868,19,"185","2017"
"787",496,499,630,885,900,19,"187","2017"
"788",471,474,630,917,934,19,"189","2017"
"789",462,474,630,821,993,19,"191","2017"
"790",478,567,753,942,1038,19,"193","2017"
"791",448,490,630,847,868,19,"195","2017"
"792",400,484,630,788,868,19,"197","2017"
"793",465,489,650,815,885,19,"1","2018"
"794",465,498,650,945,1098,19,"3","2018"
"795",465,490,650,815,924,19,"5","2018"
"796",465,489,650,834,890,19,"7","2018"
"797",465,489,650,894,997,19,"9","2018"
"798",513,517,650,840,902,19,"11","2018"
"799",491,603,765,988,1218,19,"13","2018"
"800",491,584,687,932,936,19,"15","2018"
"801",439,525,672,907,1077,19,"17","2018"
"802",505,508,676,917,921,19,"19","2018"
"803",442,490,651,915,1005,19,"21","2018"
"804",489,492,650,842,885,19,"23","2018"
"805",465,566,650,823,885,19,"25","2018"
"806",485,489,650,815,885,19,"27","2018"
"807",465,566,650,841,911,19,"29","2018"
"808",491,516,686,928,959,19,"31","2018"
"809",459,541,720,931,1127,19,"33","2018"
"810",465,524,650,903,906,19,"35","2018"
"811",465,561,650,882,885,19,"37","2018"
"812",521,547,728,913,1130,19,"39","2018"
"813",465,489,650,941,1145,19,"41","2018"
"814",445,508,650,834,898,19,"43","2018"
"815",487,536,704,926,1075,19,"45","2018"
"816",465,489,650,815,885,19,"47","2018"
"817",597,708,875,1181,1304,19,"49","2018"
"818",481,505,672,909,920,19,"51","2018"
"819",465,492,650,843,973,19,"53","2018"
"820",465,489,650,927,1107,19,"55","2018"
"821",467,547,728,918,1102,19,"57","2018"
"822",496,521,693,895,1036,19,"59","2018"
"823",500,586,780,1032,1204,19,"61","2018"
"824",465,513,650,882,885,19,"63","2018"
"825",465,489,650,815,885,19,"65","2018"
"826",465,520,650,882,885,19,"67","2018"
"827",465,489,650,882,885,19,"69","2018"
"828",465,489,650,815,925,19,"71","2018"
"829",465,489,650,815,951,19,"73","2018"
"830",491,603,765,988,1218,19,"75","2018"
"831",597,708,875,1181,1304,19,"77","2018"
"832",494,538,691,882,1116,19,"79","2018"
"833",465,539,650,822,1036,19,"81","2018"
"834",465,489,650,935,1090,19,"83","2018"
"835",606,744,927,1248,1377,19,"85","2018"
"836",545,548,659,892,898,19,"87","2018"
"837",465,566,650,894,966,19,"89","2018"
"838",465,489,650,821,955,19,"91","2018"
"839",465,546,650,934,1131,19,"93","2018"
"840",465,539,650,945,1145,19,"95","2018"
"841",465,547,650,884,908,19,"97","2018"
"842",466,514,683,923,1058,19,"99","2018"
"843",476,561,746,935,1102,19,"101","2018"
"844",625,723,956,1391,1684,19,"103","2018"
"845",417,491,653,852,1005,19,"105","2018"
"846",465,510,650,906,927,19,"107","2018"
"847",465,489,650,882,885,19,"109","2018"
"848",415,522,650,861,944,19,"111","2018"
"849",494,582,774,1095,1207,19,"113","2018"
"850",504,526,699,876,952,19,"115","2018"
"851",492,517,688,915,937,19,"117","2018"
"852",465,489,650,815,885,19,"119","2018"
"853",597,708,875,1181,1304,19,"121","2018"
"854",497,523,695,871,947,19,"123","2018"
"855",547,550,732,918,1111,19,"125","2018"
"856",464,570,728,950,1023,19,"127","2018"
"857",606,744,927,1248,1377,19,"129","2018"
"858",485,489,650,815,885,19,"131","2018"
"859",485,489,650,887,1037,19,"133","2018"
"860",479,504,670,840,917,19,"135","2018"
"861",465,489,650,882,885,19,"137","2018"
"862",521,614,817,1064,1222,19,"139","2018"
"863",465,489,650,905,923,19,"141","2018"
"864",465,489,650,880,890,19,"143","2018"
"865",465,489,650,879,1045,19,"145","2018"
"866",465,489,650,897,963,19,"147","2018"
"867",431,521,675,848,919,19,"149","2018"
"868",465,534,650,882,885,19,"151","2018"
"869",597,708,875,1181,1304,19,"153","2018"
"870",606,744,927,1248,1377,19,"155","2018"
"871",495,542,692,875,1047,19,"157","2018"
"872",465,542,650,886,890,19,"159","2018"
"873",465,510,650,926,929,19,"161","2018"
"874",515,607,778,1013,1137,19,"163","2018"
"875",478,502,668,906,910,19,"165","2018"
"876",465,489,651,862,909,19,"167","2018"
"877",607,735,887,1209,1495,19,"169","2018"
"878",490,515,685,859,933,19,"171","2018"
"879",465,489,650,815,885,19,"173","2018"
"880",465,515,650,930,1116,19,"175","2018"
"881",465,522,650,886,890,19,"177","2018"
"882",461,544,723,923,991,19,"179","2018"
"883",597,708,875,1181,1304,19,"181","2018"
"884",515,584,777,974,1243,19,"183","2018"
"885",465,489,650,856,885,19,"185","2018"
"886",508,511,650,886,911,19,"187","2018"
"887",489,492,650,945,957,19,"189","2018"
"888",465,489,650,863,985,19,"191","2018"
"889",514,606,806,1011,1098,19,"193","2018"
"890",465,508,650,900,915,19,"195","2018"
"891",415,495,650,838,923,19,"197","2018"
"892",481,502,664,877,947,19,"1","2019"
"893",481,517,664,960,1163,19,"3","2019"
"894",481,506,664,865,977,19,"5","2019"
"895",481,502,664,840,911,19,"7","2019"
"896",481,502,664,863,898,19,"9","2019"
"897",522,526,683,871,966,19,"11","2019"
"898",554,662,836,1087,1355,19,"13","2019"
"899",520,603,718,980,983,19,"15","2019"
"900",496,564,740,927,1198,19,"17","2019"
"901",501,516,682,918,922,19,"19","2019"
"902",444,509,664,914,1020,19,"21","2019"
"903",481,502,664,848,898,19,"23","2019"
"904",481,580,664,845,922,19,"25","2019"
"905",499,502,664,865,898,19,"27","2019"
"906",481,580,664,862,904,19,"29","2019"
"907",523,546,722,948,979,19,"31","2019"
"908",478,562,744,960,1163,19,"33","2019"
"909",481,541,664,960,962,19,"35","2019"
"910",481,566,664,960,977,19,"37","2019"
"911",538,562,743,951,1017,19,"39","2019"
"912",481,502,664,952,1165,19,"41","2019"
"913",464,502,664,833,898,19,"43","2019"
"914",513,556,723,950,1083,19,"45","2019"
"915",481,502,664,832,898,19,"47","2019"
"916",614,736,910,1226,1357,19,"49","2019"
"917",501,523,692,915,950,19,"51","2019"
"918",499,503,664,844,1061,19,"53","2019"
"919",481,502,664,960,1166,19,"55","2019"
"920",481,566,749,961,1179,19,"57","2019"
"921",525,548,725,917,1034,19,"59","2019"
"922",509,599,793,1059,1272,19,"61","2019"
"923",481,509,664,944,947,19,"63","2019"
"924",481,502,664,832,898,19,"65","2019"
"925",481,534,664,901,904,19,"67","2019"
"926",481,502,664,894,898,19,"69","2019"
"927",481,502,664,839,933,19,"71","2019"
"928",481,502,664,871,951,19,"73","2019"
"929",554,662,836,1087,1355,19,"75","2019"
"930",614,736,910,1226,1357,19,"77","2019"
"931",506,548,699,883,1129,19,"79","2019"
"932",481,517,664,832,1064,19,"81","2019"
"933",481,502,664,958,1061,19,"83","2019"
"934",623,744,927,1250,1383,19,"85","2019"
"935",564,568,679,914,918,19,"87","2019"
"936",481,580,664,959,983,19,"89","2019"
"937",481,502,664,873,967,19,"91","2019"
"938",481,545,664,943,1147,19,"93","2019"
"939",481,534,664,960,1166,19,"95","2019"
"940",481,549,664,912,1005,19,"97","2019"
"941",491,538,711,971,1113,19,"99","2019"
"942",479,564,746,935,1310,19,"101","2019"
"943",612,684,902,1304,1584,19,"103","2019"
"944",427,503,665,905,1017,19,"105","2019"
"945",481,514,664,913,988,19,"107","2019"
"946",481,502,664,894,898,19,"109","2019"
"947",436,544,679,900,1031,19,"111","2019"
"948",522,614,812,1155,1266,19,"113","2019"
"949",480,533,705,883,953,19,"115","2019"
"950",553,577,763,956,1031,19,"117","2019"
"951",481,502,664,863,914,19,"119","2019"
"952",614,736,910,1226,1357,19,"121","2019"
"953",507,529,700,877,946,19,"123","2019"
"954",551,555,734,926,1030,19,"125","2019"
"955",466,565,725,942,980,19,"127","2019"
"956",623,744,927,1250,1383,19,"129","2019"
"957",481,502,664,832,898,19,"131","2019"
"958",499,502,664,912,1016,19,"133","2019"
"959",502,524,693,868,951,19,"135","2019"
"960",481,502,664,894,898,19,"137","2019"
"961",548,645,853,1090,1291,19,"139","2019"
"962",481,502,664,928,931,19,"141","2019"
"963",481,502,664,863,911,19,"143","2019"
"964",481,509,664,885,1104,19,"145","2019"
"965",481,502,664,895,1046,19,"147","2019"
"966",427,530,664,894,898,19,"149","2019"
"967",481,526,664,888,898,19,"151","2019"
"968",614,736,910,1226,1357,19,"153","2019"
"969",623,744,927,1250,1383,19,"155","2019"
"970",516,547,713,897,1083,19,"157","2019"
"971",481,538,664,908,911,19,"159","2019"
"972",481,524,664,940,985,19,"161","2019"
"973",556,648,830,1087,1225,19,"163","2019"
"974",493,515,681,932,957,19,"165","2019"
"975",483,504,667,919,946,19,"167","2019"
"976",669,760,917,1248,1528,19,"169","2019"
"977",490,526,696,872,941,19,"171","2019"
"978",438,502,664,832,898,19,"173","2019"
"979",481,523,664,960,1037,19,"175","2019"
"980",481,566,664,908,911,19,"177","2019"
"981",470,553,732,933,1017,19,"179","2019"
"982",614,736,910,1226,1357,19,"181","2019"
"983",503,554,733,918,1119,19,"183","2019"
"984",481,502,664,885,898,19,"185","2019"
"985",516,519,664,914,917,19,"187","2019"
"986",481,510,664,960,971,19,"189","2019"
"987",481,502,664,908,973,19,"191","2019"
"988",527,620,820,1027,1108,19,"193","2019"
"989",481,542,664,919,1024,19,"195","2019"
"990",427,502,664,843,910,19,"197","2019"
"991",497,530,687,966,1000,19,"1","2020"
"992",497,522,687,962,1114,19,"3","2020"
"993",497,522,687,910,988,19,"5","2020"
"994",497,522,687,856,944,19,"7","2020"
"995",497,522,687,876,931,19,"9","2020"
"996",470,535,687,882,1018,19,"11","2020"
"997",517,604,763,996,1249,19,"13","2020"
"998",538,607,744,997,1121,19,"15","2020"
"999",470,522,687,856,1079,19,"17","2020"
"1000",479,541,696,939,943,19,"19","2020"
"1001",448,537,687,941,1011,19,"21","2020"
"1002",497,522,687,901,931,19,"23","2020"
"1003",497,604,687,872,992,19,"25","2020"
"1004",497,522,687,927,931,19,"27","2020"
"1005",497,602,687,895,931,19,"29","2020"
"1006",538,565,744,959,1008,19,"31","2020"
"1007",495,576,759,980,1187,19,"33","2020"
"1008",497,559,687,991,1047,19,"35","2020"
"1009",497,591,687,991,1111,19,"37","2020"
"1010",548,575,757,961,1025,19,"39","2020"
"1011",497,522,687,968,1154,19,"41","2020"
"1012",482,522,687,856,931,19,"43","2020"
"1013",502,567,741,947,1048,19,"45","2020"
"1014",497,541,687,856,931,19,"47","2020"
"1015",603,730,900,1215,1323,19,"49","2020"
"1016",503,550,695,911,945,19,"51","2020"
"1017",518,522,687,865,1146,19,"53","2020"
"1018",497,522,687,991,1171,19,"55","2020"
"1019",528,615,810,1058,1322,19,"57","2020"
"1020",543,569,750,947,1016,19,"59","2020"
"1021",510,595,783,1048,1290,19,"61","2020"
"1022",497,522,687,946,949,19,"63","2020"
"1023",496,522,687,856,931,19,"65","2020"
"1024",497,547,687,957,994,19,"67","2020"
"1025",497,522,687,927,931,19,"69","2020"
"1026",497,522,687,871,952,19,"71","2020"
"1027",497,522,687,913,982,19,"73","2020"
"1028",517,604,763,996,1249,19,"75","2020"
"1029",603,730,900,1215,1323,19,"77","2020"
"1030",513,553,709,884,1245,19,"79","2020"
"1031",497,546,687,873,1146,19,"81","2020"
"1032",497,522,687,973,984,19,"83","2020"
"1033",650,762,946,1272,1419,19,"85","2020"
"1034",514,613,710,958,962,19,"87","2020"
"1035",497,604,687,973,1012,19,"89","2020"
"1036",497,522,687,952,1009,19,"91","2020"
"1037",497,544,687,967,1066,19,"93","2020"
"1038",497,532,687,991,1206,19,"95","2020"
"1039",497,560,687,991,1113,19,"97","2020"
"1040",512,552,727,1012,1149,19,"99","2020"
"1041",484,564,743,926,1278,19,"101","2020"
"1042",705,774,1011,1458,1775,19,"103","2020"
"1043",448,522,687,944,991,19,"105","2020"
"1044",497,550,687,924,1054,19,"107","2020"
"1045",517,522,687,894,931,19,"109","2020"
"1046",450,550,690,912,1085,19,"111","2020"
"1047",506,590,777,1104,1221,19,"113","2020"
"1048",477,535,705,892,955,19,"115","2020"
"1049",571,599,789,983,1069,19,"117","2020"
"1050",497,522,687,891,1003,19,"119","2020"
"1051",603,730,900,1215,1323,19,"121","2020"
"1052",508,533,702,880,964,19,"123","2020"
"1053",566,569,734,915,1027,19,"125","2020"
"1054",502,602,771,978,1044,19,"127","2020"
"1055",650,762,946,1272,1419,19,"129","2020"
"1056",497,522,687,856,931,19,"131","2020"
"1057",497,522,687,923,992,19,"133","2020"
"1058",521,547,720,897,989,19,"135","2020"
"1059",497,522,687,927,931,19,"137","2020"
"1060",540,629,829,1049,1292,19,"139","2020"
"1061",497,522,687,958,961,19,"141","2020"
"1062",497,522,687,883,931,19,"143","2020"
"1063",497,522,687,916,1160,19,"145","2020"
"1064",497,522,687,891,1123,19,"147","2020"
"1065",448,564,687,991,996,19,"149","2020"
"1066",497,524,687,886,931,19,"151","2020"
"1067",603,730,900,1215,1323,19,"153","2020"
"1068",650,762,946,1272,1419,19,"155","2020"
"1069",529,555,731,938,1077,19,"157","2020"
"1070",497,536,687,976,1029,19,"159","2020"
"1071",497,545,687,980,1043,19,"161","2020"
"1072",524,615,778,1028,1169,19,"163","2020"
"1073",497,522,687,931,1023,19,"165","2020"
"1074",497,522,687,985,995,19,"167","2020"
"1075",684,706,857,1191,1417,19,"169","2020"
"1076",488,527,694,865,987,19,"171","2020"
"1077",448,522,687,856,931,19,"173","2020"
"1078",562,565,687,947,950,19,"175","2020"
"1079",497,604,687,940,944,19,"177","2020"
"1080",497,556,732,939,1055,19,"179","2020"
"1081",603,730,900,1215,1323,19,"181","2020"
"1082",564,611,805,1003,1141,19,"183","2020"
"1083",497,522,687,900,931,19,"185","2020"
"1084",524,528,687,929,932,19,"187","2020"
"1085",497,522,687,936,997,19,"189","2020"
"1086",497,522,687,937,940,19,"191","2020"
"1087",523,610,803,1001,1088,19,"193","2020"
"1088",497,586,687,971,1141,19,"195","2020"
"1089",488,522,687,856,931,19,"197","2020"
"1090",519,543,715,1023,1035,19,"1","2021"
"1091",531,555,731,909,1035,19,"3","2021"
"1092",519,543,715,938,1034,19,"5","2021"
"1093",519,543,715,924,980,19,"7","2021"
"1094",519,543,715,889,970,19,"9","2021"
"1095",472,545,715,935,1072,19,"11","2021"
"1096",592,670,839,1111,1413,19,"13","2021"
"1097",572,626,788,1037,1226,19,"15","2021"
"1098",540,578,762,948,1033,19,"17","2021"
"1099",510,585,741,968,1005,19,"19","2021"
"1100",472,561,715,965,1020,19,"21","2021"
"1101",519,548,715,967,970,19,"23","2021"
"1102",519,627,715,889,1046,19,"25","2021"
"1103",519,543,715,966,970,19,"27","2021"
"1104",519,625,715,922,973,19,"29","2021"
"1105",575,601,792,996,1074,19,"31","2021"
"1106",511,588,775,1004,1210,19,"33","2021"
"1107",519,574,715,1023,1147,19,"35","2021"
"1108",519,596,715,1023,1167,19,"37","2021"
"1109",569,595,784,997,1075,19,"39","2021"
"1110",524,548,722,1016,1209,19,"41","2021"
"1111",473,544,717,892,972,19,"43","2021"
"1112",528,590,768,958,1041,19,"45","2021"
"1113",519,562,715,889,970,19,"47","2021"
"1114",608,738,902,1232,1313,19,"49","2021"
"1115",519,606,715,934,972,19,"51","2021"
"1116",530,543,715,910,1218,19,"53","2021"
"1117",519,543,715,1023,1156,19,"55","2021"
"1118",567,653,860,1085,1361,19,"57","2021"
"1119",576,602,794,1034,1077,19,"59","2021"
"1120",532,612,806,1065,1376,19,"61","2021"
"1121",519,543,715,976,980,19,"63","2021"
"1122",472,543,715,889,970,19,"65","2021"
"1123",519,564,715,1008,1068,19,"67","2021"
"1124",519,543,715,966,970,19,"69","2021"
"1125",519,543,715,925,1014,19,"71","2021"
"1126",519,543,715,969,1028,19,"73","2021"
"1127",592,670,839,1111,1413,19,"75","2021"
"1128",608,738,902,1232,1313,19,"77","2021"
"1129",547,578,754,938,1121,19,"79","2021"
"1130",519,571,715,948,1231,19,"81","2021"
"1131",519,543,715,984,1003,19,"83","2021"
"1132",695,798,987,1325,1478,19,"85","2021"
"1133",550,630,758,1024,1028,19,"87","2021"
"1134",519,627,715,970,1011,19,"89","2021"
"1135",519,543,715,1023,1043,19,"91","2021"
"1136",519,543,715,929,1047,19,"93","2021"
"1137",519,566,715,1023,1238,19,"95","2021"
"1138",519,564,715,1023,1123,19,"97","2021"
"1139",558,583,768,1048,1206,19,"99","2021"
"1140",546,571,752,1025,1302,19,"101","2021"
"1141",735,803,1036,1483,1794,19,"103","2021"
"1142",472,543,715,966,970,19,"105","2021"
"1143",519,562,715,914,1053,19,"107","2021"
"1144",539,543,715,914,970,19,"109","2021"
"1145",474,564,718,957,1149,19,"111","2021"
"1146",524,602,794,1134,1272,19,"113","2021"
"1147",475,554,720,920,976,19,"115","2021"
"1148",608,635,837,1041,1135,19,"117","2021"
"1149",519,543,715,891,1106,19,"119","2021"
"1150",608,738,902,1232,1313,19,"121","2021"
"1151",558,561,717,894,1002,19,"123","2021"
"1152",531,627,805,1001,1117,19,"125","2021"
"1153",535,610,776,993,1052,19,"127","2021"
"1154",695,798,987,1325,1478,19,"129","2021"
"1155",519,543,715,889,970,19,"131","2021"
"1156",539,543,715,921,1077,19,"133","2021"
"1157",545,570,751,934,1029,19,"135","2021"
"1158",519,543,715,897,970,19,"137","2021"
"1159",602,692,912,1146,1388,19,"139","2021"
"1160",519,543,715,966,970,19,"141","2021"
"1161",519,543,715,889,970,19,"143","2021"
"1162",519,543,715,938,1197,19,"145","2021"
"1163",519,543,715,889,1078,19,"147","2021"
"1164",472,592,715,1023,1053,19,"149","2021"
"1165",519,543,715,889,970,19,"151","2021"
"1166",608,738,902,1232,1313,19,"153","2021"
"1167",695,798,987,1325,1478,19,"155","2021"
"1168",555,589,765,1024,1078,19,"157","2021"
"1169",519,543,715,1018,1021,19,"159","2021"
"1170",519,551,715,1012,1067,19,"161","2021"
"1171",517,626,784,1047,1183,19,"163","2021"
"1172",519,543,715,1001,1100,19,"165","2021"
"1173",519,550,715,966,970,19,"167","2021"
"1174",749,752,903,1282,1481,19,"169","2021"
"1175",483,550,725,902,1106,19,"171","2021"
"1176",472,543,715,889,1021,19,"173","2021"
"1177",606,610,715,1017,1021,19,"175","2021"
"1178",519,627,715,976,980,19,"177","2021"
"1179",563,576,759,967,1134,19,"179","2021"
"1180",608,738,902,1232,1313,19,"181","2021"
"1181",584,621,819,1019,1171,19,"183","2021"
"1182",519,543,715,889,970,19,"185","2021"
"1183",539,543,715,983,986,19,"187","2021"
"1184",519,543,715,944,975,19,"189","2021"
"1185",519,543,715,966,970,19,"191","2021"
"1186",549,631,832,1035,1128,19,"193","2021"
"1187",519,604,715,1019,1221,19,"195","2021"
"1188",519,543,715,889,970,19,"197","2021"
"1189",534,562,739,1020,1024,19,"001","2022"
"1190",604,635,835,1032,1132,19,"003","2022"
"1191",534,562,739,944,1005,19,"005","2022"
"1192",534,562,739,941,1100,19,"007","2022"
"1193",534,562,739,914,1002,19,"009","2022"
"1194",558,562,739,1001,1099,19,"011","2022"
"1195",611,707,889,1178,1499,19,"013","2022"
"1196",616,620,810,1069,1344,19,"015","2022"
"1197",585,609,801,994,1086,19,"017","2022"
"1198",564,606,798,987,1082,19,"019","2022"
"1199",546,592,755,1010,1053,19,"021","2022"
"1200",534,565,739,1004,1031,19,"023","2022"
"1201",534,643,739,914,1002,19,"025","2022"
"1202",534,562,739,998,1002,19,"027","2022"
"1203",534,647,739,944,1059,19,"029","2022"
"1204",592,622,819,1037,1111,19,"031","2022"
"1205",545,624,821,1065,1246,19,"033","2022"
"1206",534,643,739,1050,1228,19,"035","2022"
"1207",603,607,739,1050,1171,19,"037","2022"
"1208",614,645,849,1049,1157,19,"039","2022"
"1209",510,591,768,1050,1261,19,"041","2022"
"1210",496,568,747,923,1013,19,"043","2022"
"1211",544,611,797,994,1081,19,"045","2022"
"1212",534,606,739,914,1056,19,"047","2022"
"1213",658,770,935,1284,1357,19,"049","2022"
"1214",534,649,739,964,1007,19,"051","2022"
"1215",491,562,739,990,1265,19,"053","2022"
"1216",534,569,739,1011,1051,19,"055","2022"
"1217",581,664,874,1089,1304,19,"057","2022"
"1218",631,663,873,1108,1184,19,"059","2022"
"1219",554,634,834,1112,1427,19,"061","2022"
"1220",534,562,739,991,1007,19,"063","2022"
"1221",491,562,739,914,1002,19,"065","2022"
"1222",586,590,739,1033,1037,19,"067","2022"
"1223",534,562,739,998,1002,19,"069","2022"
"1224",534,562,739,964,1082,19,"071","2022"
"1225",534,562,739,1042,1085,19,"073","2022"
"1226",611,707,889,1178,1499,19,"075","2022"
"1227",658,770,935,1284,1357,19,"077","2022"
"1228",584,614,808,999,1286,19,"079","2022"
"1229",534,593,739,998,1265,19,"081","2022"
"1230",534,562,739,991,1017,19,"083","2022"
"1231",698,794,974,1305,1457,19,"085","2022"
"1232",563,641,778,1051,1055,19,"087","2022"
"1233",534,649,739,930,1026,19,"089","2022"
"1234",534,578,739,1050,1078,19,"091","2022"
"1235",534,562,739,914,1035,19,"093","2022"
"1236",534,625,739,1050,1265,19,"095","2022"
"1237",534,571,739,1050,1156,19,"097","2022"
"1238",533,575,757,1039,1171,19,"099","2022"
"1239",563,592,779,1107,1325,19,"101","2022"
"1240",757,848,1063,1510,1819,19,"103","2022"
"1241",491,562,739,998,1002,19,"105","2022"
"1242",534,583,739,942,1002,19,"107","2022"
"1243",558,562,739,918,1002,19,"109","2022"
"1244",499,599,751,1020,1181,19,"111","2022"
"1245",541,619,814,1156,1358,19,"113","2022"
"1246",491,596,739,958,1002,19,"115","2022"
"1247",635,667,878,1085,1191,19,"117","2022"
"1248",534,589,739,915,1225,19,"119","2022"
"1249",658,770,935,1284,1357,19,"121","2022"
"1250",577,581,747,923,1021,19,"123","2022"
"1251",555,647,835,1032,1161,19,"125","2022"
"1252",581,624,810,1023,1098,19,"127","2022"
"1253",698,794,974,1305,1457,19,"129","2022"
"1254",534,562,739,914,1002,19,"131","2022"
"1255",558,562,739,914,1157,19,"133","2022"
"1256",559,587,773,956,1053,19,"135","2022"
"1257",534,562,739,914,1002,19,"137","2022"
"1258",628,718,945,1197,1412,19,"139","2022"
"1259",534,562,739,1016,1019,19,"141","2022"
"1260",534,567,739,914,1002,19,"143","2022"
"1261",534,562,739,944,1180,19,"145","2022"
"1262",534,562,739,914,1037,19,"147","2022"
"1263",534,610,739,1050,1088,19,"149","2022"
"1264",534,562,739,914,1002,19,"151","2022"
"1265",658,770,935,1284,1357,19,"153","2022"
"1266",698,794,974,1305,1457,19,"155","2022"
"1267",577,637,798,1078,1082,19,"157","2022"
"1268",534,562,739,998,1002,19,"159","2022"
"1269",534,570,739,1050,1118,19,"161","2022"
"1270",535,650,805,1070,1209,19,"163","2022"
"1271",534,574,739,1050,1193,19,"165","2022"
"1272",539,584,745,1007,1010,19,"167","2022"
"1273",787,798,943,1340,1581,19,"169","2022"
"1274",510,584,768,949,1231,19,"171","2022"
"1275",534,562,739,914,1059,19,"173","2022"
"1276",546,634,739,1012,1016,19,"175","2022"
"1277",534,649,739,1040,1132,19,"177","2022"
"1278",595,625,823,1043,1270,19,"179","2022"
"1279",658,770,935,1284,1357,19,"181","2022"
"1280",604,644,847,1047,1226,19,"183","2022"
