"","fmr0","fmr1","fmr2","fmr3","fmr4","State","county","Year"
"73",353,416,547,653,672,19,"145","2010"
"74",385,415,547,670,786,19,"147","2010"
"75",453,455,547,737,759,19,"149","2010"
"76",433,434,547,703,735,19,"151","2010"
"77",506,604,737,944,1052,19,"153","2010"
"78",540,614,766,1023,1052,19,"155","2010"
"79",381,445,585,748,770,19,"157","2010"
"80",374,416,547,667,746,19,"159","2010"
"81",409,420,547,719,753,19,"161","2010"
"82",463,516,650,829,864,19,"163","2010"
"83",408,498,626,767,826,19,"165","2010"
"84",444,451,547,740,761,19,"167","2010"
"85",558,589,728,1042,1233,19,"169","2010"
"86",423,447,555,726,749,19,"171","2010"
"87",374,416,547,667,746,19,"173","2010"
"88",374,416,547,667,746,19,"175","2010"
"89",374,416,547,667,746,19,"177","2010"
"90",390,453,598,713,743,19,"179","2010"
"91",506,604,737,944,1052,19,"181","2010"
"92",361,435,553,706,848,19,"183","2010"
"93",374,416,547,667,746,19,"185","2010"
"94",416,424,550,761,785,19,"187","2010"
"95",395,435,547,699,733,19,"189","2010"
"96",356,416,547,711,963,19,"191","2010"
"97",429,504,661,832,857,19,"193","2010"
"98",395,435,547,699,733,19,"195","2010"
"99",433,434,547,703,735,19,"197","2010"
"100",379,422,555,677,757,19,"1","2011"
"101",379,422,555,677,757,19,"3","2011"
"102",393,433,555,719,765,19,"5","2011"
"103",360,421,555,701,768,19,"7","2011"
"104",415,426,555,730,764,19,"9","2011"
"105",360,425,555,691,925,19,"11","2011"
"106",419,515,616,756,926,19,"13","2011"
"107",415,500,637,829,892,19,"15","2011"
"108",365,450,560,670,906,19,"17","2011"
"109",461,462,555,716,735,19,"19","2011"
"110",432,437,572,686,788,19,"21","2011"
"111",393,433,555,719,765,19,"23","2011"
"112",440,441,555,713,746,19,"25","2011"
"113",376,439,579,691,712,19,"27","2011"
"114",415,506,636,780,840,19,"29","2011"
"115",393,434,572,740,800,19,"31","2011"
"116",420,467,614,763,784,19,"33","2011"
"117",415,426,555,730,764,19,"35","2011"
"118",393,433,555,719,765,19,"37","2011"
"119",379,433,569,681,759,19,"39","2011"
"120",360,421,555,674,844,19,"41","2011"
"121",393,433,555,719,765,19,"43","2011"
"122",360,422,555,708,808,19,"45","2011"
"123",415,438,555,730,764,19,"47","2011"
"124",508,606,739,947,1055,19,"49","2011"
"125",379,422,555,677,757,19,"51","2011"
"126",379,422,555,677,757,19,"53","2011"
"127",393,434,572,740,800,19,"55","2011"
"128",430,470,596,749,844,19,"57","2011"
"129",360,444,555,702,973,19,"59","2011"
"130",417,449,590,793,864,19,"61","2011"
"131",390,421,555,679,798,19,"63","2011"
"132",393,433,555,719,765,19,"65","2011"
"133",390,421,555,694,715,19,"67","2011"
"134",401,441,555,709,744,19,"69","2011"
"135",415,506,636,780,840,19,"71","2011"
"136",415,426,555,730,764,19,"73","2011"
"137",419,515,616,756,926,19,"75","2011"
